fecha;estacion;comuna;MP2.5;MP10;temperatura;humedad;presion;viento;radiacion;inversion_termica;dia_semana;es_finde;es_festivo
01-01-2024 00:00;Cerrillos;Cerrillos;9,0;25,0;16,1;65,0;956,9;1,1;0,0;0;0;0;1
01-01-2024 00:00;Cerro Navia;Cerro Navia;9,0;30,0;16,7;62,0;959,5;1,1;0,0;0;0;0;1
01-01-2024 00:00;El Bosque;El Bosque;;;16,2;62,0;949,6;1,1;0,0;0;0;0;1
01-01-2024 00:00;Independencia;Independencia;;;16,3;62,0;953,0;1,1;0,0;0;0;0;1
01-01-2024 00:00;La Florida;La Florida;;;16,3;62,0;945,5;1,1;0,0;0;0;0;1
01-01-2024 00:00;Las Condes;Las Condes;;;16,2;61,0;937,7;0,6;0,0;0;0;0;1
01-01-2024 00:00;Providencia;Providencia;;;16,8;61,0;946,6;1,1;0,0;0;0;0;1
01-01-2024 00:00;Pudahuel;Pudahuel;;;16,2;64,0;959,8;1,1;0,0;0;0;0;1
01-01-2024 00:00;Puente Alto;Puente Alto;11,0;41,0;16,3;61,0;937,8;0,6;0,0;0;0;0;1
01-01-2024 00:00;Quilicura;Quilicura;10,0;33,0;16,7;62,0;959,8;1,0;0,0;0;0;0;1
01-01-2024 00:00;Talagante;Talagante;;23,0;16,0;67,0;977,0;1,6;0,0;0;0;0;1
01-01-2024 01:00;Cerrillos;Cerrillos;7,0;19,0;15,6;65,0;956,3;1,2;0,0;0;0;0;1
01-01-2024 01:00;Cerro Navia;Cerro Navia;11,0;23,0;14,1;76,8;958,9;1,2;0,0;1;0;0;1
01-01-2024 01:00;El Bosque;El Bosque;;;15,5;65,0;949,0;1,2;0,0;0;0;0;1
01-01-2024 01:00;Independencia;Independencia;;;15,7;64,0;952,4;1,2;0,0;0;0;0;1
01-01-2024 01:00;La Florida;La Florida;;;15,7;63,0;944,9;1,2;0,0;0;0;0;1
01-01-2024 01:00;Las Condes;Las Condes;;;15,7;62,0;937,1;0,5;0,0;0;0;0;1
01-01-2024 01:00;Providencia;Providencia;;;16,3;62,0;946,0;1,2;0,0;0;0;0;1
01-01-2024 01:00;Pudahuel;Pudahuel;;;15,5;66,0;959,2;1,2;0,0;0;0;0;1
01-01-2024 01:00;Puente Alto;Puente Alto;13,0;43,0;13,4;77,8;937,0;0,7;0,0;1;0;0;1
01-01-2024 01:00;Quilicura;Quilicura;4,0;29,0;16,1;64,0;959,2;1,0;0,0;0;0;0;1
01-01-2024 01:00;Talagante;Talagante;;19,0;12,6;88,6;976,5;0,2;0,0;1;0;0;1
01-01-2024 02:00;Cerrillos;Cerrillos;8,0;15,0;15,1;67,0;955,9;0,9;0,0;0;0;0;1
01-01-2024 02:00;Cerro Navia;Cerro Navia;11,0;28,0;13,2;80,4;958,5;0,7;0,0;1;0;0;1
01-01-2024 02:00;El Bosque;El Bosque;;;14,9;67,0;948,5;0,9;0,0;0;0;0;1
01-01-2024 02:00;Independencia;Independencia;;;15,2;66,0;952,1;0,9;0,0;0;0;0;1
01-01-2024 02:00;La Florida;La Florida;;;15,3;64,0;944,5;0,9;0,0;0;0;0;1
01-01-2024 02:00;Las Condes;Las Condes;;;15,3;63,0;936,6;0,5;0,0;0;0;0;1
01-01-2024 02:00;Providencia;Providencia;;;15,8;63,0;945,7;0,9;0,0;0;0;0;1
01-01-2024 02:00;Pudahuel;Pudahuel;;;15,0;68,0;958,8;0,9;0,0;0;0;0;1
